Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,PerformanceScore_enc
2556,2020-12-10,Director of Sales,CCDR,Active,Part-Time,Zone A,Full-Time,Sales,Project Management - Eng,25-04-1996,MA,Male,White,Married,Fully Meets,2,2023-02-01,4,1,3,2022-08-19,Customer Service,Internal,Passed,5,283.57,24,4
2557,2019-09-20,BI Developer,MSC,Active,Full-Time,Zone B,Temporary,IT/IS,Engineers,17-06-1964,MA,Female,Black,Married,Fully Meets,2,2022-09-04,1,3,1,2022-08-20,Technical Skills,Internal,Completed,1,908.5,55,4
2558,2021-11-19,Software Engineering Manager,WBL,Active,Full-Time,Zone B,Full-Time,Software Engineering,Field Operations,25-11-1965,MA,Female,Asian,Widowed,Fully Meets,4,2022-12-15,2,4,5,2022-11-07,Technical Skills,Internal,Failed,2,900.85,56,4
2559,2022-04-29,Software Engineer,NEL,Active,Part-Time,Zone B,Full-Time,Software Engineering,Field Operations,23-11-1957,MA,Male,White,Widowed,Fully Meets,1,2023-07-10,3,5,3,2022-09-19,Communication Skills,External,Passed,3,449.84,65,4
2560,2021-06-30,IT Manager - Infra,WBL,Active,Part-Time,Zone A,Part-Time,IT/IS,Field Operations,05-01-1977,MA,Male,Black,Widowed,Fully Meets,4,2022-10-19,5,1,5,2023-08-03,Communication Skills,External,Failed,5,981.9,44,4
2561,2021-07-15,IT Manager - DB,NEL,Active,Contract,Zone B,Temporary,IT/IS,General - Con,11-06-1956,MA,Male,Hispanic,Married,Fully Meets,2,2023-04-15,3,5,4,2022-12-19,Technical Skills,External,Failed,4,289.37,65,4
2562,2021-04-12,IT Manager - DB,PL,Active,Contract,Zone B,Full-Time,IT/IS,Field Operations,18-11-1967,MA,Male,Other,Married,Fully Meets,4,2023-04-17,1,4,3,2023-07-09,Customer Service,Internal,Failed,1,657.23,54,4
2563,2020-12-08,IT Director,BPC,Active,Contract,Zone B,Temporary,IT/IS,Fielders,17-11-1953,MA,Male,Other,Widowed,Fully Meets,2,2022-09-24,2,2,4,2023-08-03,Customer Service,External,Passed,5,416.37,67,4
2564,2019-10-31,Director of Sales,CCDR,Active,Contract,Zone B,Full-Time,Sales,General - Con,11-07-1995,MA,Male,Hispanic,Married,Fully Meets,1,2022-12-11,1,4,4,2023-07-18,Leadership Development,Internal,Completed,4,624.9,24,4
2565,2020-01-22,BI Developer,PL,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,14-11-1985,MA,Female,White,Married,Fully Meets,2,2022-08-17,2,5,4,2022-09-11,Communication Skills,Internal,Passed,2,559.06,35,4
2566,2022-09-20,Software Engineering Manager,CCDR,Active,Full-Time,Zone B,Full-Time,Software Engineering,General - Con,30-09-1966,MA,Male,Other,Married,Fully Meets,2,2023-05-19,3,2,2,2023-07-29,Project Management,External,Incomplete,5,327.37,56,4
2567,2022-12-22,IT Manager - Infra,CCDR,Active,Full-Time,Zone B,Part-Time,IT/IS,Field Operations,15-10-1959,MA,Male,Black,Widowed,Fully Meets,5,2022-08-17,4,3,5,2022-10-24,Communication Skills,Internal,Failed,2,660.4,63,4
2568,2019-03-12,IT Manager - DB,EW,Active,Full-Time,Zone C,Full-Time,IT/IS,Aerial,27-04-1990,MA,Male,Asian,Widowed,Fully Meets,4,2023-06-22,3,5,2,2022-12-15,Leadership Development,External,Passed,5,477.46,29,4
2569,2021-10-07,IT Manager - DB,MSC,Active,Full-Time,Zone C,Temporary,IT/IS,General - Con,28-03-1995,MA,Male,Black,Single,Fully Meets,2,2023-05-28,3,4,3,2023-01-15,Project Management,Internal,Completed,2,694.21,26,4
2570,2019-06-16,IT Director,NEL,Active,Contract,Zone A,Full-Time,IT/IS,Field Operations,18-11-1991,MA,Male,Black,Single,Fully Meets,4,2023-04-15,3,3,1,2023-05-23,Customer Service,Internal,Incomplete,2,737.84,28,4
2571,2021-03-17,BI Director,SVG,Active,Part-Time,Zone A,Full-Time,IT/IS,Field Operations,11-02-1989,MA,Female,Asian,Divorced,Fully Meets,2,2023-06-19,3,3,5,2022-08-15,Technical Skills,Internal,Failed,2,919.95,32,4
2572,2022-08-07,BI Developer,PYZ,Active,Contract,Zone A,Temporary,IT/IS,Engineers,20-05-1994,MA,Male,Asian,Widowed,Fully Meets,4,2022-10-19,1,1,2,2022-09-02,Technical Skills,Internal,Completed,5,797.82,28,4
2573,2020-01-17,Area Sales Manager,NEL,Terminated,Contract,Zone A,Temporary,Sales,Field Operations,02-01-1987,VA,Female,Black,Divorced,Fully Meets,4,2023-04-24,1,4,3,2022-09-27,Customer Service,Internal,Passed,2,806.47,33,4
2574,2022-06-11,Area Sales Manager,EW,Active,Full-Time,Zone C,Full-Time,Sales,Billable Consultants,18-11-1971,UT,Male,Hispanic,Widowed,Fully Meets,2,2023-03-20,3,1,4,2023-07-18,Technical Skills,External,Failed,1,376.59,51,4
2575,2021-03-03,Area Sales Manager,PYZ,Active,Contract,Zone C,Temporary,Sales,Splicing,21-06-1951,ID,Male,Other,Widowed,Fully Meets,4,2023-05-26,4,3,4,2023-02-26,Communication Skills,Internal,Incomplete,2,157.17,70,4
2576,2020-04-16,Area Sales Manager,CCDR,Active,Contract,Zone B,Part-Time,Sales,General - Sga,27-12-1969,MT,Female,Asian,Widowed,Fully Meets,1,2022-11-19,2,4,1,2023-02-23,Leadership Development,External,Incomplete,2,608.82,51,4
2577,2022-09-22,Area Sales Manager,PYZ,Active,Full-Time,Zone A,Temporary,Sales,Wireline Construction,28-07-1963,WA,Female,Other,Married,Fully Meets,2,2022-09-18,5,2,4,2023-07-04,Communication Skills,Internal,Failed,5,928.48,59,4
2578,2023-05-30,Area Sales Manager,MSC,Active,Part-Time,Zone A,Full-Time,Sales,Shop (Fleet),28-01-1996,VT,Female,Black,Single,Fully Meets,5,2023-06-17,4,5,3,2022-10-10,Customer Service,External,Incomplete,1,812.01,27,4
2579,2021-01-14,Area Sales Manager,MSC,Active,Full-Time,Zone C,Full-Time,Sales,General - Eng,29-06-1977,AZ,Female,White,Married,Fully Meets,2,2023-08-05,3,4,4,2022-10-02,Project Management,External,Incomplete,4,941.61,44,4
2580,2020-04-29,Area Sales Manager,BPC,Active,Full-Time,Zone A,Part-Time,Sales,Finance & Accounting,07-04-1954,NH,Male,White,Single,Fully Meets,2,2022-10-28,1,2,4,2023-03-07,Communication Skills,Internal,Incomplete,1,227.13,66,4
2581,2021-07-07,Area Sales Manager,MSC,Active,Full-Time,Zone A,Full-Time,Sales,Field Operations,12-11-1970,AL,Male,Other,Divorced,Fully Meets,1,2023-02-20,2,3,4,2023-05-13,Project Management,External,Passed,1,257.4,51,4
2582,2020-07-28,Area Sales Manager,MSC,Active,Part-Time,Zone C,Temporary,Sales,Wireline Construction,31-08-1992,OH,Female,Hispanic,Single,Fully Meets,1,2022-09-20,3,2,5,2023-03-17,Leadership Development,Internal,Incomplete,2,360.65,28,4
2583,2020-09-16,Area Sales Manager,PYZ,Active,Contract,Zone B,Temporary,Sales,Engineers,29-02-1996,NY,Male,Black,Married,Fully Meets,5,2023-05-20,5,5,3,2023-05-25,Customer Service,External,Completed,5,892.97,24,4
2584,2023-04-23,Area Sales Manager,TNS,Active,Part-Time,Zone C,Part-Time,Sales,Engineers,27-09-1956,ME,Male,White,Single,Fully Meets,4,2023-07-20,4,4,5,2023-03-16,Technical Skills,Internal,Incomplete,4,746.93,67,4
2585,2021-06-04,Area Sales Manager,PYZ,Active,Contract,Zone A,Temporary,Sales,General - Con,21-05-2001,TN,Male,Asian,Divorced,Fully Meets,2,2023-05-03,5,1,4,2023-02-18,Customer Service,External,Incomplete,1,909.6,20,4
2586,2020-04-15,Area Sales Manager,CCDR,Active,Full-Time,Zone B,Temporary,Sales,Field Operations,25-04-1980,NC,Male,Asian,Divorced,Fully Meets,4,2022-11-04,2,4,2,2022-08-05,Customer Service,Internal,Completed,5,222.04,40,4
2587,2019-09-04,Area Sales Manager,NEL,Active,Full-Time,Zone A,Part-Time,Sales,Field Operations,31-07-2000,MA,Male,Other,Widowed,Fully Meets,5,2022-11-24,4,4,4,2023-01-27,Project Management,Internal,Failed,3,583.69,19,4
2588,2020-08-18,Area Sales Manager,PL,Active,Full-Time,Zone C,Full-Time,Sales,Field Operations,24-07-1988,MA,Male,Other,Single,Fully Meets,5,2022-12-12,5,1,5,2023-07-09,Communication Skills,Internal,Passed,3,856.44,32,4
2589,2020-12-05,Area Sales Manager,BPC,Active,Contract,Zone A,Temporary,Sales,Fielders,26-12-1950,AZ,Male,Asian,Single,Fully Meets,5,2022-11-25,2,5,1,2023-04-03,Communication Skills,External,Completed,4,919.1,70,4
2590,2023-01-13,Area Sales Manager,CCDR,Active,Part-Time,Zone A,Full-Time,Sales,Engineers,07-02-1998,AZ,Male,Asian,Married,Fully Meets,5,2022-08-28,1,1,4,2023-06-14,Leadership Development,External,Incomplete,3,606.76,25,4
2591,2019-09-17,Area Sales Manager,SVG,Active,Full-Time,Zone B,Full-Time,Sales,General - Con,08-08-1993,AZ,Male,Asian,Single,Fully Meets,4,2023-07-28,4,5,5,2022-10-06,Customer Service,Internal,Completed,2,745.31,26,4
2592,2020-10-15,Area Sales Manager,EW,Active,Contract,Zone B,Part-Time,Sales,Field Operations,12-06-1949,TN,Male,Asian,Single,Fully Meets,2,2023-06-27,5,1,2,2023-02-10,Technical Skills,Internal,Incomplete,3,240.57,71,4
2593,2018-12-01,Area Sales Manager,MSC,Active,Contract,Zone A,Temporary,Sales,General - Con,08-02-1972,TN,Male,Other,Widowed,Fully Meets,1,2023-04-04,3,1,2,2022-08-16,Communication Skills,Internal,Failed,3,659.82,46,4
2594,2023-07-24,Area Sales Manager,TNS,Active,Part-Time,Zone C,Temporary,Sales,Fielders,27-03-1956,TN,Male,Other,Divorced,Fully Meets,1,2022-12-04,1,5,3,2022-12-01,Communication Skills,Internal,Failed,3,273.94,67,4
2595,2019-10-08,Area Sales Manager,PYZ,Active,Part-Time,Zone A,Full-Time,Sales,Aerial,25-03-1998,TN,Male,Asian,Divorced,Fully Meets,4,2022-12-18,3,5,4,2022-08-12,Customer Service,External,Failed,4,920.91,21,4
2596,2021-10-16,Area Sales Manager,WBL,Active,Contract,Zone A,Full-Time,Sales,Corp Operations,20-05-1977,ID,Male,Black,Divorced,Fully Meets,2,2023-06-06,4,1,2,2023-02-22,Communication Skills,External,Incomplete,2,114.28,44,4
2597,2020-04-03,Area Sales Manager,NEL,Active,Contract,Zone A,Full-Time,Sales,Field Operations,25-09-1944,ID,Male,Asian,Divorced,Fully Meets,2,2023-05-08,4,5,4,2022-10-22,Communication Skills,External,Passed,3,242.28,76,4
2598,2020-01-08,Area Sales Manager,PL,Active,Part-Time,Zone A,Temporary,Sales,General - Con,05-09-1964,ID,Male,Asian,Divorced,Fully Meets,4,2023-05-21,5,3,2,2022-12-14,Customer Service,External,Completed,3,420.06,56,4
2599,2022-03-27,Administrative Assistant,BPC,Active,Contract,Zone A,Temporary,Sales,Yard (Material Handling),11-07-1942,ID,Female,Black,Widowed,Fully Meets,2,2023-03-31,1,4,2,2023-02-13,Customer Service,External,Failed,2,288.93,80,4
2600,2018-09-18,Administrative Assistant,CCDR,Active,Full-Time,Zone C,Temporary,Sales,Aerial,16-01-1965,WA,Female,Asian,Widowed,Fully Meets,2,2022-09-28,5,2,4,2023-05-14,Project Management,Internal,Completed,3,637.45,53,4
2601,2019-11-29,Administrative Assistant,SVG,Active,Full-Time,Zone C,Part-Time,Sales,General - Con,02-03-2001,WA,Female,Hispanic,Widowed,Fully Meets,1,2022-10-06,3,5,5,2023-06-29,Communication Skills,External,Failed,5,944.24,18,4
2602,2019-04-16,Accountant I,EW,Active,Full-Time,Zone C,Full-Time,Admin Offices,Wireline Construction,07-08-1982,MA,Female,Other,Widowed,Fully Meets,2,2023-02-10,5,5,2,2022-12-25,Leadership Development,Internal,Failed,4,364.41,37,4
2603,2019-03-05,Area Sales Manager,NEL,Active,Part-Time,Zone A,Full-Time,Sales,Splicing,08-06-1999,MA,Male,Other,Divorced,Fully Meets,2,2022-12-04,4,1,4,2022-10-20,Communication Skills,Internal,Passed,5,605.84,20,4
2604,2018-12-20,Area Sales Manager,PL,Active,Contract,Zone C,Full-Time,Sales,Aerial,10-03-1987,MA,Male,Other,Divorced,Fully Meets,5,2023-01-23,1,1,2,2022-11-01,Leadership Development,Internal,Failed,5,990.59,31,4
2605,2021-03-08,Area Sales Manager,BPC,Active,Full-Time,Zone C,Part-Time,Sales,Wireline Construction,11-08-1968,AZ,Male,Black,Married,Fully Meets,4,2023-02-25,3,4,3,2022-11-14,Project Management,External,Completed,4,549.19,53,4
2606,2020-10-23,Area Sales Manager,CCDR,Active,Full-Time,Zone C,Part-Time,Sales,Project Management - Con,02-08-1951,AZ,Male,White,Single,Fully Meets,2,2022-12-23,1,5,1,2022-11-15,Leadership Development,External,Incomplete,1,587.34,69,4
2607,2019-03-29,Area Sales Manager,SVG,Active,Contract,Zone B,Part-Time,Sales,Fielders,14-10-1976,AL,Male,White,Married,Fully Meets,2,2023-02-26,3,1,2,2022-12-26,Technical Skills,External,Completed,3,918.96,43,4
2608,2020-10-25,Area Sales Manager,EW,Active,Contract,Zone A,Full-Time,Sales,Field Operations,01-12-1977,TN,Male,Asian,Married,Fully Meets,4,2022-08-07,1,4,5,2023-01-21,Project Management,Internal,Incomplete,2,525.41,43,4
2609,2019-12-06,Area Sales Manager,MSC,Active,Part-Time,Zone B,Temporary,Sales,General - Sga,13-08-1971,TN,Male,Asian,Widowed,Fully Meets,2,2023-04-29,3,3,4,2022-09-04,Communication Skills,External,Passed,1,484.08,48,4
2610,2022-09-23,Area Sales Manager,TNS,Active,Full-Time,Zone B,Full-Time,Sales,General - Con,30-12-1947,TN,Male,White,Widowed,Fully Meets,2,2022-11-04,5,1,2,2023-06-25,Customer Service,External,Passed,5,184.63,75,4
2611,2019-12-26,Area Sales Manager,PYZ,Active,Part-Time,Zone A,Temporary,Sales,Wireline Construction,22-09-1956,TN,Male,Black,Widowed,Fully Meets,2,2023-06-25,5,3,1,2022-10-29,Customer Service,Internal,Failed,3,793.77,63,4
2612,2018-08-27,Area Sales Manager,WBL,Active,Part-Time,Zone B,Part-Time,Sales,Field Operations,01-07-1963,ID,Male,White,Married,Fully Meets,4,2023-03-26,2,2,5,2023-04-23,Customer Service,Internal,Completed,3,301.02,55,4
2613,2022-12-12,Area Sales Manager,NEL,Active,Part-Time,Zone B,Full-Time,Sales,Project Management - Eng,16-07-1944,ID,Male,Black,Single,Fully Meets,5,2023-03-04,2,1,2,2022-10-28,Leadership Development,Internal,Failed,3,253.86,78,4
2614,2021-05-13,Area Sales Manager,PL,Active,Part-Time,Zone A,Full-Time,Sales,Field Operations,14-03-1987,ID,Male,Black,Divorced,Fully Meets,5,2022-11-19,5,1,1,2022-11-09,Project Management,External,Completed,2,468.59,34,4
2615,2021-03-31,Administrative Assistant,BPC,Active,Contract,Zone B,Part-Time,Sales,Finance & Accounting,25-05-1962,WA,Female,Black,Single,Fully Meets,4,2022-12-05,5,1,3,2023-03-10,Leadership Development,Internal,Completed,5,689.87,59,4
2616,2019-08-14,Administrative Assistant,CCDR,Active,Full-Time,Zone A,Part-Time,Sales,Engineers,18-12-1972,WA,Female,Black,Married,Fully Meets,1,2022-09-12,3,1,3,2023-04-16,Customer Service,External,Failed,5,428.33,47,4
2617,2020-08-02,Administrative Assistant,SVG,Active,Full-Time,Zone C,Full-Time,Sales,Catv,26-04-1995,WA,Female,Hispanic,Single,Fully Meets,4,2022-12-23,4,4,2,2023-07-24,Project Management,External,Completed,2,806.47,25,4
2618,2019-06-04,Accountant I,EW,Active,Part-Time,Zone A,Full-Time,Admin Offices,Wireline Construction,20-11-1994,MA,Female,White,Married,Fully Meets,4,2023-08-01,5,3,3,2023-01-23,Communication Skills,Internal,Passed,3,399.63,25,4
2619,2020-06-17,Area Sales Manager,WBL,Active,Contract,Zone A,Temporary,Sales,Field Operations,06-04-1946,MA,Male,Hispanic,Divorced,Fully Meets,5,2023-03-21,1,2,1,2022-12-30,Technical Skills,Internal,Completed,3,440.24,74,4
2620,2021-03-04,Area Sales Manager,NEL,Active,Full-Time,Zone B,Full-Time,Sales,General - Con,02-10-1973,MA,Male,Asian,Married,Fully Meets,1,2023-02-04,4,3,4,2023-01-24,Communication Skills,External,Passed,1,485.2,48,4
2621,2018-09-14,Area Sales Manager,PL,Active,Part-Time,Zone B,Temporary,Sales,Technology / It,06-08-1942,AZ,Male,White,Single,Fully Meets,2,2023-01-02,3,5,4,2023-03-03,Project Management,Internal,Incomplete,2,451.56,76,4
2622,2020-07-20,Area Sales Manager,BPC,Active,Contract,Zone B,Full-Time,Sales,Executive,30-09-1991,AZ,Male,Asian,Widowed,Fully Meets,4,2022-10-06,3,5,1,2022-12-08,Leadership Development,External,Passed,5,159.37,29,4
2623,2020-05-21,Area Sales Manager,CCDR,Active,Contract,Zone C,Full-Time,Sales,Field Operations,13-07-1953,AZ,Male,Asian,Divorced,Fully Meets,2,2022-11-10,2,5,3,2022-08-28,Leadership Development,Internal,Incomplete,4,310.28,67,4
2624,2023-06-11,Area Sales Manager,SVG,Active,Part-Time,Zone C,Temporary,Sales,Wireline Construction,22-07-1984,AL,Male,Other,Single,Fully Meets,2,2023-01-24,1,4,3,2022-11-04,Customer Service,Internal,Incomplete,2,227.91,39,4
2625,2022-11-27,Area Sales Manager,EW,Active,Full-Time,Zone B,Full-Time,Sales,Splicing,09-11-1943,TN,Male,Asian,Divorced,Fully Meets,2,2022-10-11,5,5,3,2022-10-01,Technical Skills,Internal,Failed,3,379.25,79,4
2626,2020-03-02,Area Sales Manager,MSC,Active,Full-Time,Zone C,Temporary,Sales,Project Management - Con,04-09-1976,TN,Male,Asian,Widowed,Fully Meets,4,2022-10-23,1,4,2,2023-01-05,Technical Skills,Internal,Incomplete,3,197.3,44,4
2627,2023-01-29,Area Sales Manager,TNS,Active,Full-Time,Zone C,Part-Time,Sales,Wireline Construction,26-05-1990,TN,Male,Other,Divorced,Fully Meets,4,2022-08-15,5,3,3,2022-08-18,Customer Service,Internal,Completed,4,862.64,33,4
2628,2021-12-07,Area Sales Manager,BPC,Active,Part-Time,Zone A,Temporary,Sales,Sales & Marketing,19-11-1991,TN,Male,Hispanic,Divorced,Fully Meets,2,2022-12-06,5,4,2,2022-09-05,Technical Skills,Internal,Passed,1,896.12,30,4
2629,2023-03-19,Area Sales Manager,CCDR,Active,Contract,Zone B,Temporary,Sales,Underground,04-02-1975,ID,Male,White,Single,Fully Meets,1,2022-10-24,1,5,4,2023-01-05,Communication Skills,External,Completed,4,750.65,48,4
2630,2022-06-10,Area Sales Manager,EW,Active,Part-Time,Zone B,Full-Time,Sales,Field Operations,04-11-1994,ID,Male,Asian,Widowed,Fully Meets,5,2022-09-04,1,5,4,2022-09-07,Technical Skills,External,Incomplete,4,424.19,28,4
2631,2021-03-03,Area Sales Manager,MSC,Active,Full-Time,Zone C,Full-Time,Sales,Catv,09-04-1998,ID,Female,Black,Widowed,Fully Meets,2,2023-01-08,5,1,4,2022-10-11,Customer Service,External,Incomplete,4,775.32,23,4
2632,2022-03-06,Administrative Assistant,NEL,Active,Contract,Zone C,Part-Time,Sales,Field Operations,20-10-1975,WA,Female,Hispanic,Divorced,Fully Meets,4,2023-07-07,1,4,2,2023-04-19,Customer Service,External,Incomplete,2,209.47,47,4
2633,2022-08-08,Administrative Assistant,PL,Active,Part-Time,Zone C,Full-Time,Sales,Project Management - Con,09-09-1985,WA,Female,White,Single,Fully Meets,5,2023-07-01,5,2,3,2023-02-09,Project Management,Internal,Completed,2,859.39,37,4
2634,2023-03-12,Administrative Assistant,PYZ,Active,Part-Time,Zone B,Temporary,Sales,Field Operations,16-02-1943,WA,Female,Asian,Single,Fully Meets,4,2022-12-12,3,5,3,2023-05-26,Project Management,External,Completed,1,532.85,80,4
2635,2019-05-01,Accountant I,SVG,Active,Full-Time,Zone B,Temporary,Admin Offices,General - Con,26-07-1957,MA,Female,Asian,Divorced,Fully Meets,1,2023-06-21,3,1,3,2023-02-03,Communication Skills,External,Passed,2,136.6,62,4
2636,2018-09-13,Area Sales Manager,PYZ,Active,Full-Time,Zone B,Temporary,Sales,General - Eng,20-11-1970,MA,Male,Asian,Married,Fully Meets,5,2022-12-20,5,3,3,2023-07-14,Communication Skills,Internal,Passed,4,483.54,48,4
2637,2022-11-16,Area Sales Manager,WBL,Active,Contract,Zone A,Temporary,Sales,Project Management - Con,04-10-1967,MA,Male,Asian,Divorced,Fully Meets,5,2023-06-27,2,2,2,2023-04-24,Communication Skills,Internal,Completed,1,709.79,55,4
2638,2021-11-20,Area Sales Manager,NEL,Active,Contract,Zone B,Full-Time,Sales,Catv,10-01-1957,AZ,Male,Asian,Divorced,Fully Meets,2,2023-04-28,1,2,2,2023-05-28,Technical Skills,External,Passed,2,152.85,64,4
2639,2020-09-29,Area Sales Manager,PL,Active,Part-Time,Zone C,Temporary,Sales,Project Management - Con,22-09-1975,AZ,Male,Asian,Married,Fully Meets,2,2023-01-31,1,3,3,2023-02-19,Project Management,Internal,Completed,4,977.29,45,4
2640,2021-08-28,Area Sales Manager,BPC,Active,Contract,Zone B,Full-Time,Sales,Wireline Construction,06-11-1962,AZ,Male,Black,Single,Fully Meets,4,2023-07-17,1,5,2,2023-02-20,Project Management,Internal,Failed,4,237.14,59,4
2641,2021-04-28,Area Sales Manager,CCDR,Active,Full-Time,Zone A,Full-Time,Sales,Aerial,20-07-1975,AZ,Male,Asian,Married,Fully Meets,2,2022-11-25,2,3,5,2022-08-25,Technical Skills,Internal,Passed,5,637.84,46,4
2642,2022-06-15,Area Sales Manager,SVG,Active,Full-Time,Zone C,Full-Time,Sales,Field Operations,13-06-1951,AL,Male,Asian,Divorced,Fully Meets,4,2022-12-09,2,3,1,2023-07-01,Project Management,Internal,Completed,1,889.73,71,4
2643,2022-04-15,Area Sales Manager,EW,Active,Full-Time,Zone A,Temporary,Sales,Wireline Construction,24-12-1966,TN,Male,Black,Divorced,Fully Meets,5,2023-05-01,4,3,5,2023-06-15,Project Management,Internal,Failed,2,357.94,56,4
2644,2020-07-19,Area Sales Manager,MSC,Active,Full-Time,Zone C,Part-Time,Sales,Aerial,23-01-1999,TN,Male,Other,Single,Fully Meets,5,2022-11-22,4,1,2,2023-04-01,Customer Service,Internal,Incomplete,1,150.96,21,4
2645,2020-07-02,Area Sales Manager,TNS,Active,Contract,Zone C,Temporary,Sales,Wireline Construction,27-06-1947,TN,Male,Asian,Married,Fully Meets,4,2022-10-25,4,3,5,2022-11-02,Technical Skills,Internal,Completed,2,933.2,73,4
2646,2019-08-04,Area Sales Manager,PYZ,Active,Contract,Zone A,Part-Time,Sales,Project Management - Con,17-06-2001,ID,Male,Black,Widowed,Fully Meets,1,2022-12-14,4,2,2,2023-07-15,Project Management,External,Failed,3,378.6,18,4
2647,2019-01-09,Area Sales Manager,WBL,Active,Contract,Zone A,Temporary,Sales,Project Management - Con,03-11-1950,ID,Male,Hispanic,Single,Fully Meets,5,2022-08-23,5,5,3,2023-01-28,Project Management,Internal,Completed,5,162.93,69,4
2648,2022-10-01,Area Sales Manager,NEL,Active,Part-Time,Zone A,Part-Time,Sales,Fielders,05-07-1994,ID,Male,Other,Married,Fully Meets,2,2023-04-22,4,2,1,2023-03-07,Project Management,External,Incomplete,3,294.91,28,4
2649,2020-09-28,Area Sales Manager,PL,Active,Part-Time,Zone A,Full-Time,Sales,Project Management - Con,21-03-1973,NY,Female,White,Widowed,Fully Meets,4,2022-12-26,4,4,1,2022-09-25,Communication Skills,Internal,Passed,1,836.76,47,4
2650,2018-11-15,Administrative Assistant,BPC,Active,Part-Time,Zone B,Full-Time,Sales,Project Management - Con,15-08-1964,WA,Female,Black,Single,Fully Meets,1,2023-03-24,1,1,1,2022-08-29,Communication Skills,Internal,Passed,1,136.23,54,4
2651,2020-11-24,Administrative Assistant,CCDR,Active,Contract,Zone C,Full-Time,Sales,Project Management - Con,02-03-1992,WA,Female,Hispanic,Divorced,Fully Meets,2,2023-05-31,1,3,2,2023-06-12,Customer Service,External,Completed,3,236.69,28,4
2652,2023-07-09,Administrative Assistant,SVG,Active,Contract,Zone C,Temporary,Sales,General - Sga,08-03-1954,MA,Female,Other,Widowed,Fully Meets,4,2022-11-11,1,4,2,2022-10-23,Customer Service,External,Incomplete,1,424.44,69,4
2653,2023-04-20,Area Sales Manager,PYZ,Active,Full-Time,Zone C,Part-Time,Sales,Wireline Construction,21-04-1944,MA,Male,White,Widowed,Fully Meets,1,2023-02-23,4,5,3,2023-01-24,Technical Skills,Internal,Incomplete,3,139.71,79,4
2654,2019-08-22,Area Sales Manager,WBL,Active,Full-Time,Zone C,Temporary,Sales,General - Con,09-07-1955,MA,Male,Black,Divorced,Fully Meets,4,2023-03-07,4,1,3,2023-03-18,Communication Skills,External,Passed,3,428.13,64,4
2655,2022-08-02,Area Sales Manager,NEL,Active,Contract,Zone A,Part-Time,Sales,General - Con,08-11-1964,AZ,Male,Black,Divorced,Fully Meets,2,2022-08-29,2,5,5,2023-05-31,Project Management,External,Incomplete,3,972.66,58,4
2656,2018-10-31,Area Sales Manager,PL,Active,Part-Time,Zone B,Part-Time,Sales,Aerial,10-02-1957,AZ,Male,Hispanic,Single,Fully Meets,4,2023-03-15,5,4,3,2023-02-25,Communication Skills,External,Failed,1,877.57,61,4
2657,2021-11-23,Area Sales Manager,BPC,Active,Contract,Zone B,Temporary,Sales,Isp,06-06-1995,AZ,Male,White,Widowed,Fully Meets,2,2023-03-04,4,3,3,2023-05-08,Project Management,External,Failed,3,751.13,26,4
2658,2023-07-01,Area Sales Manager,CCDR,Active,Full-Time,Zone A,Temporary,Sales,Engineers,28-03-1960,AZ,Male,Black,Married,Fully Meets,2,2022-10-22,3,1,1,2023-06-29,Technical Skills,External,Passed,1,471.89,63,4
2659,2022-07-18,Area Sales Manager,SVG,Active,Part-Time,Zone B,Temporary,Sales,General - Con,13-07-1990,AL,Male,Black,Single,Fully Meets,2,2023-05-22,5,3,2,2022-08-30,Customer Service,External,Failed,3,957.63,32,4
2660,2019-08-09,Area Sales Manager,EW,Active,Part-Time,Zone C,Part-Time,Sales,Shop (Fleet),27-10-1959,TN,Male,Asian,Divorced,Fully Meets,4,2022-08-23,5,1,1,2022-09-07,Project Management,External,Passed,1,788.33,60,4
2661,2021-07-06,Area Sales Manager,MSC,Active,Part-Time,Zone A,Temporary,Sales,Engineers,11-08-1970,TN,Male,Black,Married,Fully Meets,2,2023-02-25,3,3,2,2023-01-12,Communication Skills,Internal,Completed,4,220.32,51,4
2662,2021-02-02,Area Sales Manager,TNS,Active,Contract,Zone A,Part-Time,Sales,General - Con,12-09-1945,ID,Male,Asian,Single,Fully Meets,2,2023-07-08,4,1,1,2023-03-10,Project Management,External,Completed,5,406.1,76,4
2663,2023-01-06,Area Sales Manager,PYZ,Active,Part-Time,Zone B,Part-Time,Sales,Splicing,21-07-1971,ID,Male,Hispanic,Divorced,Fully Meets,5,2022-08-07,3,4,1,2022-12-17,Customer Service,External,Passed,4,819.64,52,4
2664,2021-11-13,Area Sales Manager,WBL,Active,Full-Time,Zone C,Full-Time,Sales,Project Management - Con,25-06-1961,ID,Male,Hispanic,Divorced,Fully Meets,1,2023-06-13,5,2,2,2022-09-13,Project Management,External,Incomplete,3,355.84,60,4
